id,language,resource_level,proverb_native,proverb_en,fig_or_literal,mk_theme,proverb_type,prescriptive_or_descriptive,structural_pattern,crosslingual_type_id,source_dataset,source_url,license,human_machine_labelled
gutenberg_02143,it,high,La pelle d’asino è usa al bastone,The ass’s hide is used to the stick.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02144,it,high,La più lunga strada è la più prossima a casa,The longest way round is the shortest way home.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02145,it,high,La porta di dietro è quella che ruba la casa,The back door is the one that robs the house.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02146,it,high,La prima scodella piace ad ognuno,The first dish pleases every one.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02147,it,high,"La Quaresima che par così lunga, alla tavola d’altri poco dura","Lent, which seems so long, is short at other men’s tables.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02148,it,high,L’aquila non fa guerra ai ranocchi,The eagle does not war against frogs.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02149,it,high,La rana non morde perchè non può,The frog does not bite because it cannot.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02150,it,high,"L’armi de’ poltroni non tagliano, nè forano",Cowards’ weapons neither cut nor pierce.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02151,it,high,L’armi portan pace,Arms carry peace.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02152,it,high,"La roba non è di chi la fa, ma di chi la gode","Wealth is not his who makes it, but his who enjoys it.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02153,it,high,Lascia la burla quando più piace,Drop the jest when it is most amusing.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02154,it,high,La scusa non richiesta presuppone errore,An unasked for excuse infers transgression.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02155,it,high,"L’asino non conosce la coda, se non quando non l’ha più",The ass does not know the worth of his tail till he has lost it.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02156,it,high,"La superbia andò a cavallo, e tornò a piedi","Pride went out on horseback, and returned on foot.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02157,it,high,La veste bianca non fa molinaro,The white coat does not make the miller.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02158,it,high,"La vita de’ medici, l’anima de’ preti, e la roba de’ legisti sono in gran pericolo","The lives of doctors, the souls of priests, and the property of lawyers, are in great danger.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02159,it,high,La volontà è tutto,The will is everything.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02160,it,high,"La volpe consiglia le altre a tagliarsi la coda, per aver lasciata la propria al laccio","The fox advised the others to cut off their tails, because he had left his own in the trap.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02161,it,high,La volpe dice che l’uva è agresta,The fox said the grapes were sour.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02162,it,high,Le amicizie son a buon conto quando si comprano a sberrettate,Friendships are cheap when they can he bought by doffing the hat.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02163,it,high,Le bestemmie fanno come le processioni: ritornano donde partirono,Curses are like processions: they return to whence they set out.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02164,it,high,Le buone derrate vuotano la borsa,Good bargains empty the purse.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02165,it,high,Le cattive nuove sono le prime,Bad news is the first to come.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02166,it,high,"Le cose non sono come sono, ma come si vedono","Things are not as they are, but as they are regarded.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02167,it,high,Le disgrazie non vengon mai sole,Misfortunes never come single.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02168,it,high,"Le donne dicono sempre il vero, ma non lo dicono tutto intero","Women always speak the truth, but not the whole truth.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02169,it,high,Le donne sanno un punto più del diavolo,Women know a point more than the devil.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02170,it,high,Le donne si fanno rosse per non arrossire,Women rouge that they may not blush.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02171,it,high,Le feste sono belle a casa d’altri,’Tis good feasting in other men’s houses.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02172,it,high,"Legami mani e piei, e gettami tra’ miei",Tie me hand and foot and throw me among my own people.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02173,it,high,"Le insalate pazze, le fanno i savj",When wise men play mad pranks they do it with a vengeance.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02174,it,high,L’elefante non sente il morso della pulce,The elephant does not feel a flea-bite.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02175,it,high,Le leggi sono fatte pei tristi,Laws were made for rogues.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02176,it,high,Le lucciole non sono lanterne,Glowworms are not lanterns.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02177,it,high,Le minacce son arme del minacciato,Threats are arms for the threatened.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02178,it,high,Le parole non pascono i gatti,Words won’t feed cats.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02179,it,high,"Le parole son femmine, e i fatti son maschi","Words are female, deeds are male.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02180,it,high,Le piccole spese son quelle che vuotano la borsa,It is the petty expenses that empty the purse.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02181,it,high,"Le rose cascano, e le spine rimangono","The roses fall, and the thorns remain.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02182,it,high,"Le secchie si mettono a combattere col pozzo, e ne portano la testa rotta","The buckets take to fighting with the well, and get their heads broken.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02183,it,high,"Le siepi non hanno occhi, ma orecchie","Hedges have no eyes, but they have ears.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02184,it,high,Le vesti degli avvocati sono foderate dell’ostinazion dei litiganti,Lawyers’ robes are lined with the obstinacy of suitors.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02185,it,high,L’hai tolta bella? Tuo danno,You have married a beauty? So much the worse for you.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02186,it,high,L’indugiare è pericoloso,Delays are dangerous.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02187,it,high,L’infermo ha libertà di dire il tutto,The sick man is free to say all.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02188,it,high,"L’Inglese italianizzato, un diavolo incarnato",The Italianised Englishman is a devil incarnate.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02189,it,high,L’occhio del padrone ingrassa il cavallo,The eye of the master fattens the horse.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02190,it,high,"Loda il mar, e tienti alla terra",Praise the sea and keep on land.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02191,it,high,"Lontano dagli occhi, lontano dal cuore","Far from the eyes, far from the heart.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02192,it,high,L’oro non compra tutto,Gold does not buy everything.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02193,it,high,Lo sparagno è il primo guadagno,Savings are the first gain.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02194,it,high,"L’ospite, ed il pesce dopo tre dì rincresce",A guest and a fish stink in three days.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02195,it,high,L’ultimo vestito ce lo fanno senza tasche,Our last garment is made without pockets.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02196,it,high,"Lunga lingua, corta mano","Long tongue, short hand.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02197,it,high,Lupo non mangia lupo,Wolves don’t eat wolves.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02198,it,high,"Mai si fa cosa ben in fretta, che il fuggir la peste e i rumori, e pigliar pulci","Nothing is ever well done in a hurry, except flying from the plague or from quarrels, and catching fleas.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02199,it,high,"Mai si serra una porta, che non si apra un’altra",One door never shuts but another opens.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02200,it,high,"Male in vacche, e peggio in buoi",Ill in kine and worse in beeves.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02201,it,high,Mangiando viene l’appetito,Appetite comes in eating.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02202,it,high,Mangia tanto una rozza quanto un buon cavallo,A jade eats as much as a good horse.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02203,it,high,Matta è quella pecora che si confessa al lupo,’Tis a silly sheep that confesses to the wolf.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02204,it,high,"Medico, cura te stesso","Physician, heal thyself.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02205,it,high,Meglio è aver il marito senza amore che con gelosia,It is better to have a husband without love than jealous.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02206,it,high,Meglio è poco che niente,Better aught than nought.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02207,it,high,Meglio tardi che mai,Better late than never.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02208,it,high,Meglio un prossimo vicino che un lontano cugino,Better a near neighbour than a distant cousin.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02209,it,high,Mentre l’erba cresce il cavallo muore di fame,Whilst the grass grows the steed starves.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02210,it,high,Mettersi prima il giuppone che la camicia,To put on one’s doublet before one’s shirt.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02211,it,high,Mille verisimili non fanno un vero,A thousand probabilities do not make one truth.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02212,it,high,"Misura tre volte, e taglia una",Measure three times and cut once.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02213,it,high,"Molti si fan scrupolo di sputare in chiesa, e poi inbrattano l’altare","Many scruple to spit in church, and afterwards defile the altar.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02214,it,high,Molti son bravi quando l’inimico fugge,Many are brave when the enemy flies.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02215,it,high,Molti voglion l’albero che fingon di rifiutar il frutto,Many desire the tree who pretend to refuse the fruit.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02216,it,high,"Molto fumo, e poco arrosto","Much smoke, and little roast.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02217,it,high,Monaco vagabondo non disse mai lode del suo monastero,A vagabond monk never spoke well of his convent.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02218,it,high,Morso di pecora non passa mai la pelle,A sheep’s bite is never more than skin deep.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02219,it,high,"Morta la bestia, morto il veleno","The beast once dead, the venom is dead.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02220,it,high,"Morto io, morto ognun, ed il porco","When I’m dead, everybody’s dead, and the pig too.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02221,it,high,"Muove la coda il cane, non per te, ma per il pane","The dog wags his tail, not for you, but for bread.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02222,it,high,"Muraglia bianca, carta di matto",A white wall is the fool’s paper.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02223,it,high,N’ammazza più la gola che la spada,Gluttony kills more than the sword.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02224,it,high,Natale non viene che una volta l’anno,Christmas comes but once a year.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02225,it,high,Necessità non ha legge,Necessity has no law.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02226,it,high,"Nè donna, nè tela a lume di candela",Neither women nor linen by candlelight.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02227,it,high,Nei piccioli sacchi sono le migliori spezie,The best spices are in small bags.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02228,it,high,Nella coda sta il veleno,The venom is in the tail.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02229,it,high,Nella guerra d’amor vince chi fugge,In the war of love who flies conquers.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02230,it,high,Nella prosperità non fumano gli altari,In prosperity no altars smoke.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02231,it,high,Nella veste più fina fa maggior danno la tarmina,The moth does most mischief to the finest garment.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02232,it,high,Nella zuffa il debole è forte,In the fray the weak are strong.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02233,it,high,Nessun buon avvocato piatisce mai,No good lawyer ever goes to law himself.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02234,it,high,Nessun buon medico piglia mai medicine,No good doctor ever takes physic.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02235,it,high,Nessun diventò mai povero per far limosina,No one ever became poor through giving alms.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02236,it,high,Nessuno si pentì mai d’aver taciuto,No one ever repented of having held his tongue.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02237,it,high,"Nessun sente da che parte preme la scarpa, se non chi se la calza",No one perceives where the shoe pinches but he who wears it.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02238,it,high,Niuna maraviglia dura più che tre giorni,No wonder lasts more than three days.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02239,it,high,"Non basta di saper rubare, bisogna anche saper nascondere","It is not enough to know how to steal, one must know also how to conceal.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02240,it,high,Non bisogna fasciarsi il capo prima di romperselo,There is no need to bind up one’s head before it is broken.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02241,it,high,Non bisogna ripescare tutte le secchie che cascano,It is not necessary to fish up every bucket that falls into the well.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02242,it,high,Non c’è amor senza gelosia,There is no love without jealousy.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02243,it,high,Non c’è il peggior frutto di quello che non matura mai,There is no worse fruit than that which never ripens.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02244,it,high,Non ci è fumo senza fuoco,There’s no smoke without fire.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02245,it,high,Non ci è il più cattivo sordo di quel che non vuol udire,None so deaf as he that will not hear.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02246,it,high,Non ci è la peggior burla che la vera,There is no worse joke than a true one.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02247,it,high,Non credere al santo se non fa miracoli,Don’t believe in the saint unless he works miracles.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02248,it,high,Non dar del pane al cane ogni volta che dimena la coda,Do not give the dog bread every time he wags his tail.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02249,it,high,Non darebbe il coltello al diavolo per scannarsi,He would not give the devil a knife to cut his throat.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02250,it,high,Non dir mal dell’anno finchè passato non sia,Speak not ill of the year until it is past.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02251,it,high,"Non è bello quel che è bello, ma quel che piace","Handsome is not what is handsome, but what pleases.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02252,it,high,Non è buon murator chi rifiuta pietra alcuna,He is not a good mason who refuses any stone.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02253,it,high,Non è in alcun luogo chi è per tutto,He is in no place who is everywhere.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02254,it,high,"Non entra a messa la campana, e pur ognuno ci chiama","The bell does not go to mass, and yet calls every one to it.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02255,it,high,Non è onore all’aquila il vincer la colomba,It is no honour for an eagle to vanquish a dove.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02256,it,high,Non è scappato chi si strascina la catena dietro,He is not free who drags his chain after him.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02257,it,high,Non è tempo da giuocar a scacchi quando la casa brucia,It is no time to play chess when the house is on fire.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02258,it,high,Non è tutto butiro che fa la vacca,All is not butter that comes from the cow.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02259,it,high,Non è uomo chi non sa dir di nò,He is not a man who cannot say no.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02260,it,high,Non si fa ber l’asino quando non ha sete,There’s no making the ass drink when he is not thirsty.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02261,it,high,Non fu mai cacciator gatto che miagola,Never was a mewing cat a good mouser.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02262,it,high,Non fu mai così bella scarpa che non diventasse brutta ciabatta,There never was a shoe however handsome that did not become an ugly slipper.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02263,it,high,Non fu mai sacco sì pieno che non v’entrasse ancor un grano,A sack was never so full but it could hold another grain.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02264,it,high,Non fu mai vista capra morta di fame,No one ever saw a goat dead of hunger.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02265,it,high,"Non giova a dire, per tal via non passerò, nè di tal acqua beverò","There is no use in saying, I will not go such a way, nor drink of such a water.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02266,it,high,Non giudicar la nave stando in terra,Do not judge of the ship from the land.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02267,it,high,Non gridar i pesci fritti prima d’esser presi,Don’t cry fried fish before they are caught.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_02268,it,high,Non istanno bene due galli in un cortile,Two cocks in one yard do not agree.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
